id,pedido_id,produto_id,cliente_id,nota,comentario,data_avaliacao,tem_comentario,sentimento
40,1656,171,518,5,,2023-09-29,False,positivo
41,13102,145,2098,5,Superou minhas expectativas!,2024-02-16,True,positivo
42,12278,101,1540,5,,2023-11-28,False,positivo
43,7207,28,1870,4,Superou minhas expectativas!,2024-01-31,True,positivo
44,1887,69,472,3,,2023-06-12,False,neutro
45,13633,150,35,2,,2023-11-25,False,negativo
46,10277,74,1453,4,,2023-08-09,False,positivo
47,3590,31,436,4,"Qualidade ótima, recomendo.",2024-10-15,True,positivo
48,5335,92,1948,5,Muito satisfeito com a compra.,2024-01-03,True,positivo
49,10226,131,445,4,Superou minhas expectativas!,2024-09-24,True,positivo
50,6706,150,1907,5,"Qualidade ótima, recomendo.",2024-11-28,True,positivo
51,11781,46,753,5,,2023-12-21,False,positivo
52,14024,185,2024,5,,2024-08-27,False,positivo
53,12165,48,1696,3,"Produto ok, dentro do esperado.",2024-02-28,True,neutro
54,6118,124,2927,3,"Produto ok, dentro do esperado.",2024-12-28,True,neutro
55,9994,62,739,3,"Entrega no prazo, produto regular.",2024-05-22,True,neutro
56,5599,123,597,5,Muito satisfeito com a compra.,2023-03-28,True,positivo
57,9018,41,2604,3,,2024-06-20,False,neutro
58,427,90,2383,1,,2023-07-03,False,negativo
59,6523,26,1156,5,Muito satisfeito com a compra.,2024-09-21,True,positivo
60,6709,49,1477,3,,2023-08-25,False,neutro
61,14472,138,2421,4,,2023-12-22,False,positivo
62,12294,128,2487,5,Muito satisfeito com a compra.,2023-11-30,True,positivo
63,7482,118,78,3,"Entrega no prazo, produto regular.",2024-05-10,True,neutro
64,11183,106,1136,4,,2023-12-24,False,positivo
65,14130,55,2147,3,"Entrega no prazo, produto regular.",2024-06-15,True,neutro
66,4017,73,2638,5,Muito satisfeito com a compra.,2024-06-06,True,positivo
67,3766,28,2388,1,Veio diferente do anunciado.,2023-04-12,True,negativo
68,11168,27,742,4,,2024-05-16,False,positivo
69,120,45,747,1,Demorou muito para chegar.,2023-10-23,True,negativo
70,9095,25,51,5,Superou minhas expectativas!,2023-06-05,True,positivo
71,10775,120,1451,4,Superou minhas expectativas!,2023-12-22,True,positivo
72,12811,111,2917,5,"Produto excelente, chegou antes do prazo!",2023-10-16,True,positivo
73,5051,55,1389,4,Muito satisfeito com a compra.,2023-03-17,True,positivo
74,8449,71,531,5,Superou minhas expectativas!,2024-03-10,True,positivo
75,4734,9,864,5,"Qualidade ótima, recomendo.",2024-12-19,True,positivo
76,13226,12,2261,4,Muito satisfeito com a compra.,2023-06-17,True,positivo
77,3840,10,1003,1,Qualidade abaixo do esperado.,2024-02-22,True,negativo
78,9725,188,2829,3,"Produto ok, dentro do esperado.",2023-06-16,True,neutro
79,13404,15,1381,4,Muito satisfeito com a compra.,2024-09-21,True,positivo
80,9856,148,2040,5,Superou minhas expectativas!,2023-03-21,True,positivo
81,5255,50,946,5,"Qualidade ótima, recomendo.",2024-01-20,True,positivo
82,11432,30,233,4,Muito satisfeito com a compra.,2024-09-09,True,positivo
83,13461,173,2566,4,,2023-08-12,False,positivo
84,9133,97,909,5,,2024-12-29,False,positivo
85,13322,40,2363,3,,2024-03-12,False,neutro
86,10647,11,2997,5,"Qualidade ótima, recomendo.",2023-07-28,True,positivo
87,1139,96,44,4,Superou minhas expectativas!,2023-06-04,True,positivo
88,9176,14,2259,4,"Produto excelente, chegou antes do prazo!",2023-12-25,True,positivo
89,2114,117,515,5,"Qualidade ótima, recomendo.",2024-03-19,True,positivo
90,5470,105,938,4,Superou minhas expectativas!,2024-07-30,True,positivo
91,4089,130,736,5,Muito satisfeito com a compra.,2023-07-08,True,positivo
92,6126,118,2196,3,"Entrega no prazo, produto regular.",2023-11-09,True,neutro
93,2400,11,1177,5,Muito satisfeito com a compra.,2023-12-25,True,positivo
94,4280,99,603,1,Produto veio com defeito.,2024-05-03,True,negativo
95,11139,154,1573,3,,2023-06-01,False,neutro
96,1572,173,184,4,Superou minhas expectativas!,2024-03-25,True,positivo
97,10633,24,2862,3,,2024-04-08,False,neutro
98,12658,168,497,5,,2024-10-02,False,positivo
99,7052,49,1638,5,,2024-09-10,False,positivo
100,6011,198,2640,4,"Qualidade ótima, recomendo.",2023-12-04,True,positivo
101,3783,189,700,4,,2024-02-28,False,positivo
102,3593,88,487,5,"Produto excelente, chegou antes do prazo!",2023-04-08,True,positivo
103,14137,199,665,5,Muito satisfeito com a compra.,2024-07-22,True,positivo
104,12021,118,1125,1,Veio diferente do anunciado.,2023-06-02,True,negativo
105,9696,148,1454,4,"Produto excelente, chegou antes do prazo!",2024-12-28,True,positivo
106,14278,29,1221,5,Entrega rápida e produto conforme descrito.,2024-03-20,True,positivo
107,5204,32,1243,5,Entrega rápida e produto conforme descrito.,2024-03-05,True,positivo
108,8603,189,1164,3,"Entrega no prazo, produto regular.",2024-09-16,True,neutro
109,1573,132,2032,5,Superou minhas expectativas!,2023-12-09,True,positivo
110,9206,61,2359,2,Qualidade abaixo do esperado.,2023-11-28,True,negativo
111,12631,44,2229,5,"Qualidade ótima, recomendo.",2024-02-06,True,positivo
112,6307,200,526,2,"Não recomendo, péssima experiência.",2023-05-03,True,negativo
113,9142,193,1934,5,"Produto excelente, chegou antes do prazo!",2023-05-19,True,positivo
114,122,114,2960,5,,2024-04-18,False,positivo
115,42,145,403,4,Entrega rápida e produto conforme descrito.,2023-03-30,True,positivo
116,11084,68,1233,4,"Qualidade ótima, recomendo.",2023-06-15,True,positivo
117,9026,35,474,5,,2024-06-12,False,positivo
118,11567,5,2462,4,Superou minhas expectativas!,2024-03-25,True,positivo
119,3529,55,1825,5,"Qualidade ótima, recomendo.",2024-09-03,True,positivo
120,11836,191,2108,4,"Produto excelente, chegou antes do prazo!",2024-03-15,True,positivo
121,5692,61,1524,5,"Qualidade ótima, recomendo.",2023-03-10,True,positivo
122,9615,12,2694,1,,2024-06-04,False,negativo
123,9471,184,866,2,Produto veio com defeito.,2023-05-27,True,negativo
124,8492,118,846,2,"Não recomendo, péssima experiência.",2023-08-22,True,negativo
125,11207,185,2785,4,"Qualidade ótima, recomendo.",2023-12-04,True,positivo
126,5087,174,1870,2,,2024-12-31,False,negativo
127,6041,80,1866,3,"Nada de especial, mas funciona.",2024-09-01,True,neutro
128,6571,122,215,5,"Produto excelente, chegou antes do prazo!",2023-06-29,True,positivo
129,8913,105,1526,4,"Produto excelente, chegou antes do prazo!",2024-10-25,True,positivo
130,10413,131,888,3,,2023-08-22,False,neutro
131,5758,19,609,5,Muito satisfeito com a compra.,2023-07-09,True,positivo
132,8710,93,1810,1,Qualidade abaixo do esperado.,2023-08-23,True,negativo
133,3825,175,10,5,Muito satisfeito com a compra.,2024-03-08,True,positivo
134,1661,115,291,2,Qualidade abaixo do esperado.,2023-04-08,True,negativo
135,14475,102,863,2,Veio diferente do anunciado.,2023-02-05,True,negativo
136,3033,191,772,2,Veio diferente do anunciado.,2024-11-04,True,negativo
137,9127,102,2920,4,Entrega rápida e produto conforme descrito.,2024-03-29,True,positivo
138,8271,155,729,5,"Produto excelente, chegou antes do prazo!",2023-12-11,True,positivo
139,6807,114,2427,1,,2023-11-16,False,negativo
140,11255,139,343,5,Superou minhas expectativas!,2023-05-04,True,positivo
141,12893,81,778,3,"Produto ok, dentro do esperado.",2024-04-23,True,neutro
142,14747,93,976,4,Entrega rápida e produto conforme descrito.,2023-04-12,True,positivo
143,12792,148,577,5,Muito satisfeito com a compra.,2023-10-29,True,positivo
144,6471,105,2403,4,Muito satisfeito com a compra.,2024-04-09,True,positivo
145,10,178,2646,5,Superou minhas expectativas!,2023-10-02,True,positivo
146,2444,133,2970,5,"Produto excelente, chegou antes do prazo!",2024-05-03,True,positivo
147,3997,102,1426,1,Demorou muito para chegar.,2024-01-06,True,negativo
148,9772,9,2553,4,"Qualidade ótima, recomendo.",2023-07-03,True,positivo
149,10173,189,2956,2,"Não recomendo, péssima experiência.",2023-12-12,True,negativo
150,6693,83,1915,2,"Não recomendo, péssima experiência.",2023-12-30,True,negativo
151,8979,40,594,1,,2023-10-15,False,negativo
152,10592,57,676,5,,2024-11-09,False,positivo
153,1393,58,1561,4,"Produto excelente, chegou antes do prazo!",2023-05-29,True,positivo
154,4314,183,1651,2,,2024-12-05,False,negativo
155,818,121,1718,5,Entrega rápida e produto conforme descrito.,2024-12-29,True,positivo
156,13076,95,2254,3,,2023-02-07,False,neutro
157,6360,88,1944,5,"Qualidade ótima, recomendo.",2024-01-13,True,positivo
158,10318,187,821,1,Produto veio com defeito.,2024-07-17,True,negativo
159,7293,186,106,5,Entrega rápida e produto conforme descrito.,2024-02-23,True,positivo
160,10942,198,1629,1,,2024-02-09,False,negativo
161,6810,131,2637,5,,2023-12-31,False,positivo
162,12162,45,199,5,,2023-02-21,False,positivo
163,827,48,1371,1,Produto veio com defeito.,2023-03-05,True,negativo
164,957,80,587,1,"Não recomendo, péssima experiência.",2024-10-17,True,negativo
165,979,153,2639,5,"Produto excelente, chegou antes do prazo!",2023-12-12,True,positivo
166,7838,133,1894,5,"Qualidade ótima, recomendo.",2024-02-17,True,positivo
167,10506,3,698,3,,2024-02-14,False,neutro
168,5803,99,1987,3,"Nada de especial, mas funciona.",2023-01-13,True,neutro
169,7762,197,57,5,Entrega rápida e produto conforme descrito.,2024-09-17,True,positivo
170,4567,23,2145,3,,2023-03-15,False,neutro
171,14856,123,417,5,Entrega rápida e produto conforme descrito.,2023-12-24,True,positivo
172,7624,172,2075,3,"Entrega no prazo, produto regular.",2024-12-18,True,neutro
173,5693,190,671,5,Muito satisfeito com a compra.,2024-01-19,True,positivo
174,6594,151,755,2,Qualidade abaixo do esperado.,2023-12-26,True,negativo
175,11146,14,1210,1,Veio diferente do anunciado.,2023-05-02,True,negativo
176,8550,135,2759,5,Entrega rápida e produto conforme descrito.,2024-12-30,True,positivo
177,3406,11,2161,5,Entrega rápida e produto conforme descrito.,2024-05-01,True,positivo
178,14322,68,2146,4,Entrega rápida e produto conforme descrito.,2023-04-03,True,positivo
179,1901,66,653,5,Muito satisfeito com a compra.,2024-09-09,True,positivo
180,11497,110,996,4,,2024-01-29,False,positivo
181,3465,25,2711,3,,2024-03-27,False,neutro
182,6362,156,656,5,Entrega rápida e produto conforme descrito.,2023-12-14,True,positivo
183,12301,64,2303,5,,2024-01-07,False,positivo
184,14911,111,2709,4,"Qualidade ótima, recomendo.",2024-04-24,True,positivo
185,3744,169,71,1,"Não recomendo, péssima experiência.",2024-11-05,True,negativo
186,4621,179,75,2,"Não recomendo, péssima experiência.",2023-11-16,True,negativo
187,8535,171,1805,5,Superou minhas expectativas!,2024-10-13,True,positivo
188,11219,61,718,3,"Entrega no prazo, produto regular.",2023-01-26,True,neutro
189,5054,185,1217,5,,2023-03-09,False,positivo
190,2392,179,2918,5,"Qualidade ótima, recomendo.",2023-03-25,True,positivo
191,546,167,621,1,Produto veio com defeito.,2024-01-09,True,negativo
192,7881,96,1717,3,"Nada de especial, mas funciona.",2024-06-29,True,neutro
193,3566,14,1312,3,"Entrega no prazo, produto regular.",2023-10-07,True,neutro
194,4749,53,1917,2,"Não recomendo, péssima experiência.",2023-10-01,True,negativo
195,5298,168,2999,4,Muito satisfeito com a compra.,2023-08-14,True,positivo
196,7776,21,821,2,Qualidade abaixo do esperado.,2024-10-18,True,negativo
197,472,6,93,5,"Produto excelente, chegou antes do prazo!",2023-05-06,True,positivo
198,8279,139,148,5,"Produto excelente, chegou antes do prazo!",2024-02-05,True,positivo
199,8257,92,1661,5,Entrega rápida e produto conforme descrito.,2023-04-28,True,positivo
200,13098,45,1898,4,Muito satisfeito com a compra.,2024-12-25,True,positivo
201,10731,94,959,4,"Qualidade ótima, recomendo.",2023-08-03,True,positivo
202,1062,188,1230,1,Qualidade abaixo do esperado.,2023-08-29,True,negativo
203,10462,165,1564,5,Muito satisfeito com a compra.,2023-10-23,True,positivo
204,9697,111,869,3,,2024-11-23,False,neutro
205,8070,51,2381,3,,2023-11-20,False,neutro
206,10069,64,2454,2,Produto veio com defeito.,2023-08-06,True,negativo
207,14433,169,321,1,Veio diferente do anunciado.,2024-08-05,True,negativo
208,4139,36,556,4,Entrega rápida e produto conforme descrito.,2023-12-14,True,positivo
209,2101,158,845,3,,2023-06-08,False,neutro
210,2123,56,1741,3,"Produto ok, dentro do esperado.",2023-03-27,True,neutro
211,7647,139,2331,5,Entrega rápida e produto conforme descrito.,2023-04-24,True,positivo
212,3682,144,1336,2,Produto veio com defeito.,2023-03-03,True,negativo
213,6133,12,1187,5,,2023-08-10,False,positivo
214,3365,153,816,5,"Produto excelente, chegou antes do prazo!",2023-06-10,True,positivo
215,9812,111,2889,5,Muito satisfeito com a compra.,2024-12-23,True,positivo
216,6099,69,859,5,,2023-08-17,False,positivo
217,13104,82,919,5,,2023-10-16,False,positivo
218,186,88,736,5,"Produto excelente, chegou antes do prazo!",2023-12-05,True,positivo
219,11307,116,556,5,Muito satisfeito com a compra.,2024-11-14,True,positivo
220,2452,130,788,4,,2024-08-21,False,positivo
221,13705,3,2963,5,"Qualidade ótima, recomendo.",2023-11-12,True,positivo
222,13468,44,1155,1,Demorou muito para chegar.,2024-02-11,True,negativo
223,2027,111,1322,1,Veio diferente do anunciado.,2023-07-02,True,negativo
224,6470,121,186,3,"Nada de especial, mas funciona.",2024-07-19,True,neutro
225,468,65,2477,1,Demorou muito para chegar.,2024-10-02,True,negativo
226,12102,90,1773,4,"Qualidade ótima, recomendo.",2023-07-13,True,positivo
227,4037,110,544,5,"Produto excelente, chegou antes do prazo!",2024-08-09,True,positivo
228,10154,196,1166,5,Superou minhas expectativas!,2024-03-10,True,positivo
229,1603,104,158,3,"Produto ok, dentro do esperado.",2023-12-06,True,neutro
230,5510,192,964,5,Muito satisfeito com a compra.,2023-07-29,True,positivo
231,8573,193,1125,4,"Produto excelente, chegou antes do prazo!",2024-01-16,True,positivo
232,5382,56,2182,3,"Entrega no prazo, produto regular.",2023-07-03,True,neutro
233,5626,190,1378,4,Entrega rápida e produto conforme descrito.,2024-08-26,True,positivo
234,14458,156,492,4,Muito satisfeito com a compra.,2023-12-24,True,positivo
235,8568,83,336,2,Qualidade abaixo do esperado.,2023-02-25,True,negativo
236,11964,132,78,1,Qualidade abaixo do esperado.,2024-07-21,True,negativo
237,7314,200,1290,1,,2024-09-25,False,negativo
238,14956,139,2963,4,Superou minhas expectativas!,2023-12-11,True,positivo
239,14742,110,2451,4,Entrega rápida e produto conforme descrito.,2024-05-10,True,positivo
240,10889,66,1196,3,"Entrega no prazo, produto regular.",2024-03-25,True,neutro
241,8354,199,1058,5,"Produto excelente, chegou antes do prazo!",2023-12-20,True,positivo
242,3603,112,724,1,Qualidade abaixo do esperado.,2024-02-20,True,negativo
243,7994,187,283,5,Entrega rápida e produto conforme descrito.,2023-03-24,True,positivo
244,12020,9,595,5,Entrega rápida e produto conforme descrito.,2023-11-18,True,positivo
245,7160,137,1223,4,Entrega rápida e produto conforme descrito.,2023-02-02,True,positivo
246,3943,100,666,4,Muito satisfeito com a compra.,2024-06-10,True,positivo
247,3076,30,669,4,"Produto excelente, chegou antes do prazo!",2023-10-30,True,positivo
248,12403,180,801,2,Demorou muito para chegar.,2024-01-19,True,negativo
249,189,50,458,5,Entrega rápida e produto conforme descrito.,2024-07-01,True,positivo
250,4125,155,1257,1,,2024-02-08,False,negativo
251,11529,179,1123,3,,2023-11-24,False,neutro
252,5889,3,632,2,"Não recomendo, péssima experiência.",2024-07-07,True,negativo
253,13951,113,1554,4,Entrega rápida e produto conforme descrito.,2023-11-23,True,positivo
254,9220,41,1098,5,"Qualidade ótima, recomendo.",2024-10-21,True,positivo
255,6567,162,104,5,"Produto excelente, chegou antes do prazo!",2024-11-14,True,positivo
256,921,12,1219,1,Veio diferente do anunciado.,2024-03-13,True,negativo
257,8538,171,291,5,,2023-12-16,False,positivo
258,14826,55,743,5,Muito satisfeito com a compra.,2023-11-01,True,positivo
259,5093,49,2368,4,Superou minhas expectativas!,2024-06-03,True,positivo
260,4007,106,2629,5,Superou minhas expectativas!,2023-11-26,True,positivo
261,2678,86,652,5,,2023-12-23,False,positivo
262,3209,113,1255,3,"Produto ok, dentro do esperado.",2024-12-28,True,neutro
263,10577,30,356,2,,2024-05-27,False,negativo
264,13850,130,2964,2,"Não recomendo, péssima experiência.",2023-02-23,True,negativo
265,7787,110,2853,4,Superou minhas expectativas!,2024-11-07,True,positivo
266,3512,147,64,4,,2024-12-24,False,positivo
267,2289,31,1443,5,Entrega rápida e produto conforme descrito.,2023-02-21,True,positivo
268,2916,194,309,4,Entrega rápida e produto conforme descrito.,2024-12-27,True,positivo
269,10894,43,376,1,Qualidade abaixo do esperado.,2024-07-15,True,negativo
270,6483,170,211,5,"Produto excelente, chegou antes do prazo!",2023-11-27,True,positivo
271,14047,106,61,5,Muito satisfeito com a compra.,2023-11-29,True,positivo
272,8063,125,355,4,"Qualidade ótima, recomendo.",2024-04-08,True,positivo
273,7286,142,857,1,Qualidade abaixo do esperado.,2024-12-29,True,negativo
274,6026,118,1525,2,,2023-04-05,False,negativo
275,9738,141,2218,4,Muito satisfeito com a compra.,2024-07-01,True,positivo
276,10675,194,2502,2,Qualidade abaixo do esperado.,2023-03-05,True,negativo
277,5442,38,2656,3,,2024-11-12,False,neutro
278,4283,28,708,3,"Nada de especial, mas funciona.",2024-09-11,True,neutro
279,12823,81,1306,5,Entrega rápida e produto conforme descrito.,2024-01-04,True,positivo
280,8861,71,2600,4,"Produto excelente, chegou antes do prazo!",2024-05-31,True,positivo
281,6248,164,961,5,Muito satisfeito com a compra.,2023-07-22,True,positivo
282,7769,183,2426,1,Demorou muito para chegar.,2024-01-15,True,negativo
283,2838,2,1485,3,"Entrega no prazo, produto regular.",2024-10-02,True,neutro
284,554,149,2902,5,Entrega rápida e produto conforme descrito.,2024-08-14,True,positivo
285,10056,62,226,2,Veio diferente do anunciado.,2024-07-09,True,negativo
286,8518,129,1876,5,"Produto excelente, chegou antes do prazo!",2024-12-31,True,positivo
287,13923,150,2405,1,Demorou muito para chegar.,2024-07-13,True,negativo
288,5436,15,1017,5,"Qualidade ótima, recomendo.",2023-04-11,True,positivo
289,12009,75,411,5,"Qualidade ótima, recomendo.",2024-12-27,True,positivo
290,6859,69,1308,4,"Qualidade ótima, recomendo.",2024-07-17,True,positivo
291,7872,108,2882,3,"Entrega no prazo, produto regular.",2024-08-25,True,neutro
292,10079,194,164,5,Superou minhas expectativas!,2024-01-02,True,positivo
293,308,75,887,3,,2023-08-23,False,neutro
294,5527,170,1010,3,"Produto ok, dentro do esperado.",2024-07-16,True,neutro
295,10972,112,133,1,Veio diferente do anunciado.,2024-11-17,True,negativo
296,6842,29,1217,4,Entrega rápida e produto conforme descrito.,2023-12-02,True,positivo
297,14454,105,2204,4,,2024-02-11,False,positivo
298,444,47,2542,5,"Qualidade ótima, recomendo.",2024-12-28,True,positivo
299,10136,25,2675,1,Demorou muito para chegar.,2024-01-14,True,negativo
300,2212,79,1830,1,Demorou muito para chegar.,2024-08-01,True,negativo
301,5762,92,648,2,"Não recomendo, péssima experiência.",2023-12-07,True,negativo
302,4480,172,74,5,,2023-03-19,False,positivo
303,578,64,2916,4,Superou minhas expectativas!,2023-06-07,True,positivo
304,12615,160,1384,2,,2024-03-18,False,negativo
305,2638,16,2637,4,Entrega rápida e produto conforme descrito.,2023-08-24,True,positivo
306,10101,43,244,2,Produto veio com defeito.,2023-05-02,True,negativo
307,2161,39,2624,2,"Não recomendo, péssima experiência.",2023-12-13,True,negativo
308,12326,92,1595,5,"Qualidade ótima, recomendo.",2024-06-18,True,positivo
309,9189,194,2510,5,Superou minhas expectativas!,2023-08-21,True,positivo
310,7105,61,2893,4,,2023-11-25,False,positivo
311,7696,13,1020,1,Demorou muito para chegar.,2024-09-27,True,negativo
312,11495,128,2134,3,"Produto ok, dentro do esperado.",2024-03-24,True,neutro
313,1950,172,1030,3,,2023-10-12,False,neutro
314,14584,156,1351,5,Muito satisfeito com a compra.,2023-09-08,True,positivo
315,9959,19,343,3,"Nada de especial, mas funciona.",2023-02-26,True,neutro
316,6250,131,2840,5,,2024-07-22,False,positivo
317,9343,46,21,4,"Qualidade ótima, recomendo.",2024-12-13,True,positivo
318,13130,155,2467,2,,2024-05-22,False,negativo
319,7204,130,2218,2,Qualidade abaixo do esperado.,2023-02-23,True,negativo
320,7379,3,2593,1,Qualidade abaixo do esperado.,2024-09-01,True,negativo
321,11154,169,273,2,Qualidade abaixo do esperado.,2023-12-07,True,negativo
322,8298,83,2548,5,Entrega rápida e produto conforme descrito.,2023-11-12,True,positivo
323,9776,197,2816,5,"Qualidade ótima, recomendo.",2024-12-16,True,positivo
324,14282,77,2824,4,Superou minhas expectativas!,2023-05-28,True,positivo
325,10370,149,1281,3,"Entrega no prazo, produto regular.",2023-08-10,True,neutro
326,4890,1,641,2,Veio diferente do anunciado.,2023-02-06,True,negativo
327,4766,199,2679,3,,2024-03-02,False,neutro
328,11107,32,537,5,Superou minhas expectativas!,2023-09-29,True,positivo
329,14227,151,2339,3,,2023-07-23,False,neutro
330,12208,182,1092,4,Muito satisfeito com a compra.,2023-12-16,True,positivo
331,1257,188,1364,4,Muito satisfeito com a compra.,2023-04-16,True,positivo
332,2568,76,1256,5,"Qualidade ótima, recomendo.",2023-10-15,True,positivo
333,3545,18,1039,4,Muito satisfeito com a compra.,2024-02-14,True,positivo
334,5870,105,2345,5,Muito satisfeito com a compra.,2024-02-03,True,positivo
335,4055,198,294,3,"Entrega no prazo, produto regular.",2024-06-07,True,neutro
336,730,198,46,3,,2023-07-12,False,neutro
337,11721,2,1861,1,,2023-07-26,False,negativo
338,14983,88,1900,1,,2023-12-02,False,negativo
339,9003,25,1703,5,"Qualidade ótima, recomendo.",2024-11-14,True,positivo
340,687,112,452,2,Veio diferente do anunciado.,2024-10-20,True,negativo
341,8832,136,2715,2,Veio diferente do anunciado.,2024-12-21,True,negativo
342,3688,129,563,5,"Produto excelente, chegou antes do prazo!",2024-01-30,True,positivo
343,501,187,2396,2,Demorou muito para chegar.,2024-02-24,True,negativo
344,7804,199,515,4,,2024-11-15,False,positivo
345,8222,197,2531,5,Muito satisfeito com a compra.,2024-01-01,True,positivo
346,8265,75,1146,5,Entrega rápida e produto conforme descrito.,2023-06-11,True,positivo
347,13243,63,1240,3,"Produto ok, dentro do esperado.",2024-01-13,True,neutro
348,13434,187,1789,2,Demorou muito para chegar.,2023-03-07,True,negativo
349,14845,97,2790,3,"Produto ok, dentro do esperado.",2023-05-20,True,neutro
350,2583,148,773,1,Veio diferente do anunciado.,2023-12-07,True,negativo
351,3405,89,2829,4,"Produto excelente, chegou antes do prazo!",2024-12-31,True,positivo
352,12159,105,1656,4,Entrega rápida e produto conforme descrito.,2023-12-19,True,positivo
353,12247,191,2761,3,,2023-12-11,False,neutro
354,10004,62,1209,2,,2024-03-14,False,negativo
355,14821,173,1198,4,"Qualidade ótima, recomendo.",2023-09-25,True,positivo
356,13498,109,798,4,"Qualidade ótima, recomendo.",2023-03-08,True,positivo
357,3302,29,849,5,Entrega rápida e produto conforme descrito.,2024-04-19,True,positivo
358,3552,177,1362,4,Muito satisfeito com a compra.,2024-09-06,True,positivo
359,11174,118,2586,2,Demorou muito para chegar.,2023-06-21,True,negativo
360,8985,70,2913,3,"Produto ok, dentro do esperado.",2023-05-28,True,neutro
361,9775,41,299,4,Superou minhas expectativas!,2023-05-22,True,positivo
362,928,141,15,5,Superou minhas expectativas!,2023-05-26,True,positivo
363,2685,168,2040,5,Superou minhas expectativas!,2024-03-26,True,positivo
364,12513,26,2516,1,Demorou muito para chegar.,2023-10-22,True,negativo
365,10749,106,282,5,Muito satisfeito com a compra.,2024-11-21,True,positivo
366,3726,86,1047,4,Muito satisfeito com a compra.,2024-06-08,True,positivo
367,949,53,833,4,,2024-10-31,False,positivo
368,6990,133,2948,4,,2023-03-19,False,positivo
369,6445,105,54,3,,2024-01-16,False,neutro
370,2232,38,2699,4,,2023-12-22,False,positivo
371,11856,14,569,5,"Qualidade ótima, recomendo.",2023-03-08,True,positivo
372,12369,21,617,5,Superou minhas expectativas!,2024-11-06,True,positivo
373,3851,138,2268,5,Superou minhas expectativas!,2023-12-21,True,positivo
374,1222,81,1107,4,,2024-01-04,False,positivo
375,12738,71,1993,4,Muito satisfeito com a compra.,2024-09-24,True,positivo
376,1236,173,1820,5,"Qualidade ótima, recomendo.",2024-03-22,True,positivo
377,14299,84,1239,5,,2023-11-26,False,positivo
378,11980,64,241,4,"Produto excelente, chegou antes do prazo!",2024-08-06,True,positivo
379,2072,98,1857,4,,2024-09-15,False,positivo
380,11214,27,909,4,Muito satisfeito com a compra.,2023-12-04,True,positivo
381,11046,191,1688,5,,2023-04-11,False,positivo
